	#	-	_	a	b	c	c͡ç	d	d͡z	d͡ʑ	d͡ʒ	e	f	h	i	j	k	l	m	n	o	p	p͡f	q	q͡χ	r	s	t	t͡s	t͡ɕ	t͡ɬ	t͡ʃ	u	v	w	x	y	z	æ	ç	ð	ø	ħ	ŋ	œ	ɐ	ɑ	ɒ	ɔ	ɕ	ɖ	ɖ͡ʐ	ɘ	ə	ɛ	ɜ	ɟ	ɟ͡ʝ	ɡ	ɢ	ɣ	ɤ	ɥ	ɦ	ɨ	ɪ	ɫ	ɬ	ɭ	ɮ	ɯ	ɱ	ɲ	ɳ	ɴ	ɵ	ɸ	ɹ	ɺ	ɻ	ɽ	ɾ	ʀ	ʁ	ʂ	ʃ	ʈ	ʈ͡ʂ	ʉ	ʊ	ʋ	ʌ	ʍ	ʎ	ʏ	ʐ	ʑ	ʒ	ʔ	ʕ	ʜ	ʝ	ʡ	ʰ	ʲ	ʷ	ʼ	ˀ	ˠ	ˤ	̃	̥	̯	β	θ	χ
ç	0.0	7.725829621313632E-5	5.773338721782807E-5	0.0	0.0	0.0	0.010434782608695653	0.0	0.0	0.0	0.0	0.0	0.0	6.666666666666666E-4	2.582577929289016E-5	2.6082420448617632E-5	4.163407433574727E-4	3.0757400999615536E-5	9.56278927437555E-5	1.3456052532429087E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3353573096683791E-4	0.0	0.0	0.0	0.0	0.0	0.0013739695228578567	0.0	0.0	0.0	0.8378970427163198	0.0	0.0	0.0	8.52224305437191E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9439952672056795E-5	4.313784699005673E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2145503127467055E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3687199650502403E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.351610095735422E-4	6.191950464396285E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.002008032128514056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9857029388403494E-4	0.0	0.0	0.0
ð	0.0	4.2250630741558925E-4	1.1546677443565614E-4	1.1762989869713125E-4	2.6211556383970176E-4	2.4455857177794083E-4	0.0	0.008546019252657367	0.0	0.002824858757062147	0.0012130033964095099	0.001344528953508298	0.0	0.010848484848484849	1.54954675757341E-4	4.173187271778821E-4	2.2709495092225782E-4	3.690888119953864E-4	4.781394637187775E-4	5.247860487647344E-4	2.847137203541839E-4	1.5822784810126583E-4	0.0	3.6683785766691124E-4	9.80392156862745E-4	3.4943357943977905E-4	5.290134486974513E-4	0.0019708244308553747	7.840062720501764E-4	7.006071929005138E-4	0.001303780964797914	2.0625644551392232E-4	1.6920092045300726E-4	3.0726686126901216E-4	5.436259853220984E-4	4.996252810392206E-4	5.309264666843643E-4	0.003957946815089672	0.0010421551769058412	0.0	0.9386628255911655	7.678525723061172E-4	0.0	5.113345832623146E-4	5.349023803155924E-4	1.9214756933324793E-4	0.0010321743489928928	6.553938917289291E-4	3.3832769453842436E-4	0.0	0.0014018691588785046	0.0	0.0	3.5495957404851116E-4	5.392230873757091E-4	0.0	9.784735812133072E-4	0.0	6.542183453727682E-4	0.0	1.5885623510722796E-4	1.736714136853074E-4	0.0	0.0	0.0013477737665463297	4.250926094613469E-4	2.1240441801189465E-4	3.117206982543641E-4	9.276437847866419E-4	0.0	6.801178871004307E-4	0.0	3.096934035305048E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0034782608695652175	0.002398081534772182	5.224660397074191E-4	4.063388866314506E-4	6.276150627615063E-4	0.0	9.767698645262667E-4	4.3687199650502403E-4	0.0	0.0	2.2907758094074527E-4	0.0	3.2414910858995135E-4	0.0	0.0026109660574412533	0.0	0.0	0.0	4.7709923664122136E-4	5.217845030002609E-4	0.0010183299389002036	0.0	0.0	0.0	0.0	2.040347879313423E-4	0.0028684116170670493	0.0	3.4352456200618345E-4	3.7488284910965324E-4	0.0	4.2426813746287653E-4	3.232062055591467E-4	5.957108816521049E-4	0.0	0.007725321888412017	0.0
ø	0.0	1.0864447904972296E-4	1.732001616534842E-4	4.7051959478852495E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6363312813888194E-5	0.0	1.2121212121212121E-4	1.9799764124549124E-4	2.8690662493479393E-4	1.0093108929878126E-4	1.2302960399846214E-4	1.147534712925066E-4	8.073631519457452E-5	0.00176522506619594	1.9778481012658228E-5	0.0	0.0	0.0	2.2544101899340585E-5	0.0	0.0	0.0	0.0	0.001303780964797914	0.0	2.2560122727067635E-5	3.840835765862652E-5	0.0	6.245316012990258E-5	0.01260950358375365	6.184291898577613E-5	0.0	0.0	1.2003360941063497E-4	0.8477092398259534	0.0	5.113345832623146E-4	0.014174913078363199	0.0	1.474534784275561E-5	0.0	1.208313194780087E-4	0.0	0.0	0.0	7.94912559618442E-4	3.1551962137645436E-4	2.803960054353687E-4	0.0	0.0	0.0	2.725909772386534E-5	0.0	0.0	0.0	0.0	0.0	4.8134777376654636E-5	8.501852189226938E-4	2.1240441801189465E-4	0.0	0.0	0.0	0.003627295397868964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.707767328456984E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.020489094514210177	0.0012981062919975566	0.0	1.6207455429497568E-4	0.0	4.351610095735422E-4	0.006191950464396285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2768130745658836E-4	6.870491240123669E-4	0.0	0.0	0.0	0.0	9.928514694201747E-4	0.0	0.0	0.0
ħ	0.0	7.00153309431548E-5	2.8866693608914037E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3181656406944097E-5	0.0	0.004545454545454545	4.304296548815027E-5	1.0432968179447053E-4	7.569831697408594E-5	1.0765090349865437E-4	1.721302069387599E-4	9.41923677270036E-5	5.6942744070836776E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001303780964797914	0.0	0.0	0.0	4.53021654435082E-4	0.0013739695228578567	0.0	6.184291898577613E-5	0.0	0.0	0.0	7.678525723061172E-4	0.8728717366628831	1.704448610874382E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9719976336028397E-5	4.313784699005673E-5	0.0	0.0	0.0	2.725909772386534E-5	0.0	0.0	0.0	0.0	0.0	0.0	6.0727515637335276E-5	0.0	0.0	0.0	0.0	2.2670596236681024E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017391304347826088	0.0	8.707767328456984E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	3.5855145213338117E-4	0.0	0.0	0.0	0.0	0.0	0.0	1.9857029388403494E-4	0.0	0.0	0.003098188751191611
ŋ	0.0	0.001074373181713927	0.0012124011315743895	4.7051959478852495E-6	0.0	2.4455857177794083E-4	0.0	5.787371954395509E-5	0.0	0.0	0.0	0.0	0.0	6.0606060606060605E-5	8.608593097630054E-6	2.6082420448617632E-5	5.425046049809493E-4	4.152249134948097E-4	9.371533488888038E-4	0.0049249152268690454	6.833129288500413E-4	0.0	0.0	0.0	0.0	2.2544101899340585E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.1280061363533817E-5	3.840835765862652E-5	9.06043308870164E-5	6.245316012990258E-5	0.0	0.0	0.0	0.001095290251916758	0.0	0.0	0.0	0.8931310720981762	2.674511901577962E-4	1.2809837955549862E-4	2.949069568551122E-5	0.0	0.0	2.1427040925648167E-4	0.0	0.0	0.0	1.9719976336028397E-5	1.9412031145525527E-4	0.0	0.003913894324853229	0.0	2.998500749625187E-4	0.0	1.5885623510722796E-4	1.736714136853074E-4	0.0	0.0	1.444043321299639E-4	0.0	2.1240441801189465E-4	0.0024937655860349127	0.0	0.0017937219730941704	4.534119247336205E-4	0.0	9.290802105915144E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004796163069544364	0.0011320097526994078	0.0	0.0	0.0	4.2468254979402894E-5	0.0	0.0	0.0	7.635919364691509E-5	2.553626149131767E-4	6.482982171799027E-4	0.0	8.703220191470844E-4	6.191950464396285E-4	0.0	0.0	0.0	0.0	0.0	0.005	0.002008032128514056	0.0	0.0	0.0	0.0	5.107252298263534E-4	0.0010305736860185502	0.0	0.0	0.003818413237165889	0.0	3.971405877680699E-4	2.679528403001072E-4	0.0	0.0
œ	0.0	9.65728702664204E-5	1.732001616534842E-4	0.0	0.0	2.4455857177794083E-4	0.0	1.3503867893589522E-4	0.0	0.0	0.0	3.295414101736024E-4	0.0	1.2121212121212121E-4	2.4104060673364153E-4	7.824726134585289E-5	3.784915848704297E-5	7.689350249903884E-5	1.530046283900088E-4	4.036815759728726E-5	0.00176522506619594	0.0	0.0	0.0	0.0	1.1272050949670293E-5	4.7023417661995674E-5	6.446621970087674E-5	3.920031360250882E-4	0.0	0.0	1.3750429700928155E-4	5.752831295402247E-4	2.304501459517591E-4	1.812086617740328E-4	1.2490632025980515E-4	0.015662330767188745	1.8552875695732838E-4	5.210775884529206E-4	0.0	0.0	0.031226004607115432	0.0	0.0	0.9165552286707676	0.0	0.0	0.0	8.458192363460609E-4	0.0	0.0	0.0	0.0047694753577106515	1.1831985801617038E-4	5.823609343657658E-4	0.0	0.0	0.0	2.725909772386534E-5	0.0	0.0	3.473428273706148E-4	0.0	0.0	2.4067388688327315E-4	0.0011538227971093704	0.0	3.117206982543641E-4	0.0	8.968609865470852E-4	6.801178871004307E-4	0.0	0.0	0.0	0.0	0.05815602836879433	0.0	0.0	0.0	0.0	0.0	4.353883664228492E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.011235955056179775	0.00435247403787416	0.0015321756894790602	8.103727714748784E-4	0.0	0.0	0.006191950464396285	0.0	0.0	0.0	5.217845030002609E-4	0.0	0.0	0.002008032128514056	0.0	0.0	0.0	3.5855145213338117E-4	1.2768130745658836E-4	0.0	0.0	0.0	0.0	6.464124111182935E-4	0.0	0.0	0.0	0.0
ɐ	0.0	0.0014679076280495903	2.8866693608914037E-4	0.0025925629672847728	1.456197576887232E-4	7.336757153338225E-4	0.0	3.472423172637305E-4	0.0	0.0	4.8520135856380397E-4	0.0016872520200888444	1.0173974972021569E-4	7.878787878787879E-4	0.001110508509594277	3.1298904538341156E-4	4.41573515682168E-4	3.9984621299500193E-4	3.442604138775198E-4	3.229452607782981E-4	0.0034165646442502065	5.933544303797468E-5	0.0	4.1269258987527513E-4	0.0	0.0012850138082624134	4.5847832220445784E-4	2.9470271863257937E-4	1.960015680125441E-4	4.6707146193367583E-4	0.0	0.0	7.44484049993232E-4	4.993086495621447E-4	2.718129926610492E-4	0.0017486884836372721	0.0010618529333687285	2.473716759431045E-4	0.002970142254181648	0.0	3.6010082823190496E-4	0.0030714102892244687	5.675368898978433E-4	5.113345832623146E-4	0.0016047071409467772	0.9262153333760328	0.006827096051195847	0.0023594180102241447	0.005292411793136781	6.428112277694451E-4	4.6728971962616824E-4	0.0	7.94912559618442E-4	0.0029579964504042595	0.0038176994586200204	0.007575757575757576	9.784735812133072E-4	0.0	4.906637590295761E-4	0.0	7.942811755361397E-4	0.0013893713094824591	0.005361930294906166	6.082725060827251E-4	0.0014921780986762935	0.001093095281472035	2.1240441801189465E-4	6.234413965087282E-4	0.0	8.968609865470852E-4	0.001813647698934482	0.0	3.096934035305048E-4	0.0	0.0	0.0014184397163120568	0.0	8.163265306122449E-4	0.0	0.0	0.0	6.966213862765587E-4	4.063388866314506E-4	0.0011506276150627616	3.5298270384751147E-4	6.794920796704463E-4	0.0	0.0	6.609385327164573E-4	0.003970678069639585	0.0	0.002106969205834684	0.0	0.0013054830287206266	0.0018575851393188853	0.0	0.0	0.0	5.217845030002609E-4	0.0	0.0	0.006024096385542169	0.0	3.006388575723412E-4	7.14121757759698E-4	0.002151308712800287	3.8304392236976505E-4	0.0	3.7488284910965324E-4	0.0	4.2426813746287653E-4	3.232062055591467E-4	7.942811755361397E-4	5.359056806002144E-4	8.583690987124463E-4	5.958055290753099E-4
ɑ	0.0	0.005144919663443547	0.004041337105247965	0.008464647510245565	9.610904007455732E-4	0.0022010271460014674	0.006956521739130435	0.0015240079479908173	0.0030864197530864196	0.002824858757062147	0.0012130033964095099	0.0049299394961970925	7.121782480415098E-4	0.004242424242424243	0.003460654425247282	7.563901930099113E-4	0.0012237894577477228	0.0010149942329873126	0.002122939218911372	0.0011572205177889014	0.011901033510804886	3.9556962025316456E-5	0.0	4.1269258987527513E-4	0.00196078431372549	5.41058445584174E-4	0.0011990971503808897	9.301554556840787E-4	0.0013720109760878088	0.0018682858477347033	0.002607561929595828	0.0011000343760742524	0.002267292334070297	0.001190659087417422	9.06043308870164E-4	0.0019985011241568824	0.00504380143350146	0.0011131725417439704	0.031681517377937576	0.001095290251916758	6.001680470531749E-4	0.0030714102892244687	5.675368898978433E-4	0.0015340037497869438	0.0048141214228403315	0.004035098955998207	0.9118965466395352	0.04378031196749246	0.007056549057515708	0.0025712449110777804	0.002336448598130841	0.0	0.011128775834658187	0.013567343719187537	0.011970752539740741	0.007575757575757576	0.0019569471624266144	0.01098901098901099	5.724410522011721E-4	0.0	9.531374106433678E-4	0.004168113928447377	0.0	6.082725060827251E-4	0.00861612515042118	0.008258942126677597	6.37213254035684E-4	0.0021820448877805485	0.00463821892393321	0.0017937219730941704	0.00793470868283836	0.0	0.0018581604211830288	0.0	0.0	0.00425531914893617	0.0	0.0016326530612244899	0.0	0.0017391304347826088	0.002398081534772182	0.0012190874259839777	0.0	9.414225941422594E-4	0.0017649135192375574	0.0013165159043614899	0.0017474879860200961	0.0	0.009253139458030404	0.021838729383017716	0.0020429009193054137	0.004051863857374392	0.0	0.0013054830287206266	0.00804953560371517	0.0	0.0	0.001272264631043257	7.826767545003914E-4	0.0	0.01	0.012048192771084338	0.0	0.0	0.0014792522125022317	0.004661168877733955	0.0010214504596527069	0.0	1.8744142455482662E-4	0.0018181818181818182	0.0012728044123886295	0.008403361344537815	0.0021842732327243845	8.038585209003215E-4	0.0017167381974248926	0.0022640610104861774
ɒ	0.0	7.846545709146658E-4	1.732001616534842E-4	1.8820783791540998E-5	2.912395153774464E-5	2.4455857177794083E-4	0.0	1.7362115863186526E-4	0.0	0.0	2.4260067928190198E-4	5.140845998708197E-4	0.0	3.636363636363636E-4	2.496491998312716E-4	3.3907146583202923E-4	1.5139663394817188E-4	2.768166089965398E-4	1.147534712925066E-4	2.2875289305129446E-4	0.0017936964382313583	0.0	0.0	0.0	0.0	5.6360254748351465E-5	5.8779272077494595E-5	1.1972297944448537E-4	8.820070560564484E-4	4.6707146193367583E-4	0.0	0.0	5.076027613590218E-4	3.0726686126901216E-4	3.624173235480656E-4	6.245316012990258E-5	3.9819485001327314E-4	2.473716759431045E-4	0.0014069094888228856	0.0	0.0	0.0	5.675368898978433E-4	2.556672916311573E-4	5.349023803155924E-4	0.0	5.898139137102244E-5	0.8024642810329008	0.0011358144030932818	0.0	4.6728971962616824E-4	0.0	0.0	4.929994084007099E-4	6.902055518409077E-4	0.0	0.0	0.0	0.0	0.0	1.5885623510722796E-4	6.946856547412296E-4	0.0	0.0	6.738868832731648E-4	3.0363757818667637E-4	2.1240441801189465E-4	3.117206982543641E-4	0.0	0.0	0.0013602357742008614	0.0	1.548467017652524E-4	0.0	0.0	0.0014184397163120568	0.0	0.0	0.0	0.0	0.0	6.095437129919888E-4	0.0	0.0	3.5298270384751147E-4	8.493650995880579E-5	0.0	0.0	0.0013218770654329147	0.0013744654856444715	2.553626149131767E-4	4.8622366288492705E-4	0.0	0.0	6.191950464396285E-4	0.0	0.0	1.5903307888040714E-4	5.217845030002609E-4	0.0	0.0	0.0	0.0	0.0	2.5504348491417786E-5	7.171029042667623E-4	0.0	0.0	0.0	9.090909090909091E-4	2.82845424975251E-4	9.696186166774402E-4	0.0	0.0	0.0	3.574833174451859E-4
ɔ	0.0	0.002148746363427854	7.505340338317649E-4	7.71652135453181E-4	8.737185461323393E-5	0.0	0.0	1.3503867893589522E-4	0.00205761316872428	0.0	7.27802037845706E-4	0.0014631638611707948	8.139179977617255E-4	0.0010303030303030303	0.00160119831615919	3.1298904538341156E-4	3.6587519870808204E-4	4.459823144944252E-4	9.371533488888038E-4	2.8257710318101083E-4	0.047604134043219545	9.889240506329114E-5	0.0	0.0	0.0	3.3816152849010876E-5	0.0	1.565608192735578E-4	9.800078400627205E-5	4.6707146193367583E-4	0.001303780964797914	1.3750429700928155E-4	0.007050038352208636	0.0010754340144415425	0.004167799220802754	0.0014988758431176618	0.0033182904167772765	0.0010513296227581941	0.0020322025949663907	0.001095290251916758	1.2003360941063497E-4	0.005886869721013565	0.0	0.0011931140276120675	0.006953730944102701	0.005764427079997438	4.718511309681795E-4	0.0017040241184952155	0.9186563557274046	0.0010713520462824085	9.345794392523365E-4	0.0	0.00397456279809221	0.008657069611516466	0.005068697021331665	0.007575757575757576	0.0019569471624266144	0.0	8.177729317159602E-5	0.0	0.0	0.012504341785342132	0.002680965147453083	0.0012165450121654502	0.0021179302045728036	0.003522195906965446	0.0016992353440951572	6.234413965087282E-4	0.0	0.0017937219730941704	0.0013602357742008614	0.0	1.548467017652524E-4	0.0	0.0	0.03404255319148936	0.0	0.0	0.0	0.0017391304347826088	0.0	8.707767328456984E-4	0.0	0.0	3.5298270384751147E-4	8.493650995880579E-5	4.3687199650502403E-4	0.0	0.026437541308658295	0.01740989615149664	0.0015321756894790602	0.02106969205834684	0.0	4.351610095735422E-4	0.011145510835913313	0.0	0.0	1.5903307888040714E-4	5.217845030002609E-4	0.0	0.0	0.006024096385542169	0.0	1.503194287861706E-4	2.5504348491417786E-5	0.0032269630692004303	5.107252298263534E-4	0.0	5.623242736644799E-4	0.0	1.414227124876255E-4	9.696186166774402E-4	0.006354249404289118	2.679528403001072E-4	0.0	0.0014299332697807435
ɕ	0.0	1.9556006228950133E-4	4.041337105247965E-4	4.7051959478852495E-6	0.0	2.4455857177794083E-4	0.0017391304347826088	0.0	0.0	0.0	0.0	2.6363312813888194E-5	7.121782480415098E-4	3.0303030303030303E-4	7.74773378786705E-5	6.259780907668231E-4	3.532588125457344E-4	2.460592079969243E-4	4.016371495237731E-4	2.556649981161526E-4	5.6942744070836776E-5	1.9778481012658228E-5	0.0	4.5854732208363906E-5	0.0	0.0	1.7633781623248377E-4	9.209459957268105E-6	0.0	0.004437178888369921	0.0	6.875214850464078E-5	2.2560122727067635E-5	2.688585036103856E-4	1.812086617740328E-4	8.743442418186361E-4	6.636580833554553E-4	8.039579468150897E-4	1.563232765358762E-4	0.001095290251916758	0.0	2.559508574353724E-4	0.0	3.408897221748764E-4	0.0	0.0	1.474534784275561E-5	0.0	0.0	0.7505892436254553	0.0	0.0	7.94912559618442E-4	3.9439952672056795E-5	1.7255138796022691E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012165450121654502	1.9253910950661854E-4	3.0363757818667637E-4	2.1240441801189465E-4	3.117206982543641E-4	0.0	0.0	0.0011335298118340512	0.0	0.0	0.0	0.0	0.0	0.0	8.163265306122449E-4	0.0	0.0034782608695652175	0.0	7.836990595611285E-4	0.0	0.0	3.5298270384751147E-4	7.219603346498493E-4	0.0	0.0	0.0	7.635919364691509E-5	5.107252298263534E-4	1.6207455429497568E-4	0.0	0.0013054830287206266	0.0	0.0	0.0	0.0	0.0	0.002036659877800407	0.0	0.002008032128514056	0.0	0.0	2.5504348491417786E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.971405877680699E-4	0.0	0.0	4.7664442326024784E-4
ɖ	0.0	7.967261796979684E-5	5.773338721782807E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2121212121212121E-4	3.443437239052022E-5	1.0432968179447053E-4	1.5139663394817188E-4	7.689350249903884E-5	1.338790498412577E-4	1.6147263038914905E-4	1.1388548814167355E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.840835765862652E-5	0.0	6.245316012990258E-5	0.0	1.2368583797155226E-4	0.0	0.0	0.0	0.0	5.675368898978433E-4	3.408897221748764E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.9051401869158878	0.0	0.0	0.0	2.1568923495028364E-5	0.0	0.0	0.0	8.177729317159602E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.117206982543641E-4	0.0018552875695732839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.163265306122449E-4	0.0	0.006956521739130435	0.007194244604316547	1.7415534656913968E-4	0.0	0.0	0.0	0.0	0.011358671909130624	0.0	0.0	0.0	2.553626149131767E-4	1.6207455429497568E-4	0.0	4.351610095735422E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1916110581506196E-4
ɖ͡ʐ	0.0	2.41432175666051E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ɘ	0.0	1.4968794891295162E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0606060606060605E-5	5.337327720530634E-4	2.6082420448617632E-5	7.569831697408594E-5	7.689350249903884E-5	7.65023141950044E-5	4.036815759728726E-5	5.6942744070836776E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3353573096683791E-4	0.0	0.0	0.0	0.0	0.0	6.245316012990258E-5	0.0015927794000530925	6.184291898577613E-5	0.0	0.0	0.0	5.119017148707448E-4	0.0	8.52224305437191E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7885532591414944	1.1831985801617038E-4	4.74516316890624E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8134777376654636E-5	2.429100625493411E-4	2.1240441801189465E-4	0.0	0.0	0.0	0.0022670596236681025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.707767328456984E-5	0.0	0.0	0.0	0.0	0.0	0.0	6.609385327164573E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2768130745658836E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ə	0.0	0.00449788143265853	0.0020206685526239824	0.0017926796561442801	0.0	2.4455857177794083E-4	0.0	5.787371954395509E-5	0.0	0.0	0.0	0.0016608887072749562	1.0173974972021569E-4	0.0	0.001747544398818901	3.912363067292645E-4	3.911079710327774E-4	5.843906189926952E-4	7.841487204987951E-4	7.66994994348458E-4	0.010733707257352731	1.1867088607594936E-4	0.0	4.5854732208363906E-5	0.0	3.3816152849010876E-5	5.8779272077494595E-5	4.604729978634053E-5	0.0	0.0014012143858010276	0.002607561929595828	0.0	4.512024545413527E-4	0.0	9.06043308870164E-5	4.996252810392206E-4	0.004247411733474914	4.329004329004329E-4	0.0013026939711323017	0.0	1.2003360941063497E-4	5.119017148707448E-4	0.0	6.817794443497528E-4	2.674511901577962E-4	8.326394671107411E-4	0.0022560382199416085	2.6215755669157164E-4	0.0012324794586756887	2.1427040925648167E-4	0.0	0.0	0.0	0.8410372707552751	0.007484416452774842	0.015151515151515152	0.004892367906066536	0.0	1.0903639089546136E-4	0.0	0.0	0.006773185133726989	0.0	0.0	7.701564380264742E-4	0.00989858504888565	0.0010620220900594733	0.002805486284289277	9.276437847866419E-4	0.0017937219730941704	0.023350714123781455	0.0	0.0	0.0	0.0	0.0014184397163120568	0.0	8.163265306122449E-4	0.0	0.0017391304347826088	0.0	7.836990595611285E-4	4.063388866314506E-4	1.0460251046025104E-4	0.0	0.0	0.0	0.0	0.0019828155981493722	0.002672571777642028	7.660878447395301E-4	0.03306320907617504	0.0	0.0026109660574412533	0.014860681114551083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.006388575723412E-4	0.0	0.0	0.0019152196118488254	6.870491240123669E-4	7.497656982193065E-4	0.0	0.0	3.232062055591467E-4	0.0019857029388403494	5.359056806002144E-4	0.0	1.1916110581506196E-4
ɛ	0.0	0.0032255338668984415	0.0013278679060100456	0.0011339522234403451	2.912395153774464E-5	9.782342871117633E-4	0.0	1.1574743908791018E-4	0.00102880658436214	0.0	0.0	0.008238535254340061	2.0347949944043138E-4	2.4242424242424242E-4	0.002522317777605606	2.0865936358894105E-4	2.1447856475991016E-4	3.0757400999615535E-4	6.885208277550396E-4	5.920663114268798E-4	0.0025624234831876547	5.933544303797468E-5	0.0	0.0	0.0	3.3816152849010876E-5	4.7023417661995674E-5	3.683783982907242E-5	9.800078400627205E-5	2.3353573096683791E-4	0.001303780964797914	0.0	2.2560122727067634E-4	3.840835765862652E-5	0.0	1.8735948038970773E-4	6.636580833554553E-4	1.2368583797155226E-4	0.006148715543744463	0.0	2.4006721882126995E-4	0.002047606859482979	0.0	0.0	0.0016047071409467772	8.966886568884904E-4	0.001061665044678404	2.6215755669157164E-4	0.002054132431126148	0.0	0.0	0.0	0.0023847376788553257	0.0011634786038256753	0.8126091926751936	0.045454545454545456	0.0029354207436399216	0.0	1.6355458634319204E-4	0.0	1.5885623510722796E-4	0.004168113928447377	0.0	0.0012165450121654502	8.664259927797834E-4	0.00771239448594158	4.248088360237893E-4	6.234413965087282E-4	9.276437847866419E-4	8.968609865470852E-4	0.0029471775107685334	0.0	0.0	0.0	0.0	0.014184397163120567	0.0	0.0	0.0	0.0017391304347826088	0.0	3.4831069313827936E-4	0.0	0.0	0.0	0.0	0.0	0.0016260162601626016	0.0	4.5815516188149055E-4	7.660878447395301E-4	0.0032414910858995136	0.0	0.0017406440382941688	0.0030959752321981426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.503194287861706E-4	2.040347879313423E-4	0.0	7.660878447395301E-4	0.0	3.7488284910965324E-4	0.0	1.414227124876255E-4	0.001292824822236587	0.0015885623510722795	0.0	0.0	0.0
